Failed_Attempts_Last30Days,Access_Time_Deviation,Entry_Distance_From_Usual,User_Access_Tier,Access_Risk_Score
1.0,9.35,23.5,Standard,31.62
2.0,14.0,15.64,Standard,38.77
2.0,16.99,47.79,Standard,62.31
2.0,3.22,41.21,Elevated,53.68
2.0,8.95,33.36,Standard,38.79
0.0,27.03,41.65,Admin,59.37
1.0,20.2,30.01,Elevated,65.54
3.0,9.91,43.39,Elevated,68.35
2.0,25.04,42.54,Standard,66.73
1.0,14.08,31.76,Elevated,50.56
3.0,36.86,4.51,Standard,53.06
2.0,15.94,5.0,Elevated,43.08
3.0,31.01,25.28,Standard,67.79
2.0,,42.98,Standard,42.25
6.0,30.57,54.8,Standard,118.23
0.0,24.78,11.46,Standard,30.62
2.0,41.38,53.19,Standard,85.46
0.0,10.94,36.7,Standard,33.46
2.0,26.27,32.41,Standard,53.31
1.0,30.56,49.48,Admin,81.92
5.0,14.58,20.6,Elevated,83.37
1.0,12.68,32.9,,33.21
3.0,36.07,18.68,Elevated,83.71
0.0,12.64,1.67,Standard,
1.0,9.92,38.31,Standard,36.19
4.0,1.34,8.11,Standard,46.55
3.0,10.26,64.85,Elevated,87.88
2.0,29.67,50.27,Standard,71.23
1.0,16.09,31.51,Admin,58.57
3.0,12.95,6.37,Standard,41.38
4.0,3.9,26.28,Admin,89.11
2.0,0.91,18.51,Standard,27.41
2.0,,0.01,Elevated,
,3.69,36.4,Elevated,46.45
1.0,9.45,40.78,Elevated,45.26
1.0,,44.59,Elevated,45.66
4.0,15.23,24.43,Standard,66.74
1.0,18.18,5.94,Elevated,38.06
3.0,,32.11,Standard,50.21
2.0,28.64,34.51,Elevated,80.98
1.0,3.66,28.99,Standard,24.97
2.0,7.75,4.59,Elevated,43.53
1.0,16.45,22.19,Standard,38.52
4.0,17.93,24.3,Standard,57.88
,2.67,15.3,Elevated,
3.0,32.76,21.11,Standard,77.44
3.0,34.03,21.26,Standard,57.34
2.0,11.38,29.83,Standard,51.36
0.0,,15.29,Standard,8.11
1.0,4.33,,Standard,30.23
4.0,18.35,19.28,Admin,
1.0,2.67,4.11,Standard,13.79
4.0,33.27,57.76,Elevated,115.77
2.0,17.12,5.1,Standard,33.66
3.0,19.34,37.8,Elevated,79.55
1.0,20.31,36.26,Standard,47.61
1.0,20.84,,Standard,46.13
4.0,22.17,,Standard,65.18
2.0,18.58,29.57,Standard,47.98
2.0,12.54,36.75,Standard,50.28
3.0,13.31,13.48,Standard,
2.0,16.18,14.26,Elevated,55.01
4.0,17.21,17.56,Standard,65.53
3.0,19.85,37.22,Elevated,80.95
0.0,20.34,23.98,Standard,34.62
0.0,0.88,38.26,Standard,17.47
2.0,2.88,43.45,Standard,39.64
4.0,28.26,23.02,Standard,74.28
2.0,3.43,23.32,Standard,20.21
4.0,9.58,2.19,Elevated,52.33
2.0,6.24,16.47,Standard,22.26
2.0,19.66,17.03,Admin,72.13
0.0,11.78,3.05,Elevated,20.74
3.0,13.18,18.94,Standard,56.75
1.0,24.9,44.98,Standard,58.78
2.0,29.58,9.58,Standard,58.94
5.0,22.6,39.04,Standard,82.6
1.0,18.03,27.24,Standard,36.11
,3.54,32.69,Standard,30.99
2.0,14.25,28.73,Standard,44.5
2.0,26.83,54.51,Elevated,76.83
0.0,16.51,53.65,Standard,
4.0,17.48,,Standard,67.5
3.0,13.64,49.75,Elevated,77.54
,31.5,86.32,Standard,77.07
4.0,4.94,36.78,Standard,59.18
6.0,22.53,34.16,Elevated,102.97
2.0,11.99,15.02,Elevated,48.86
2.0,,4.18,Elevated,48.11
1.0,15.16,4.5,Elevated,22.3
,29.05,10.48,Admin,73.23
1.0,17.55,63.18,Elevated,62.34
1.0,8.85,38.52,Standard,32.9
4.0,5.93,,Elevated,80.98
1.0,19.3,22.47,Elevated,47.81
2.0,10.32,2.22,Standard,28.12
0.0,21.61,14.58,Standard,29.67
2.0,42.69,6.57,Standard,56.71
1.0,16.88,33.65,Standard,40.9
1.0,28.41,34.93,Admin,74.64
0.0,1.23,26.95,Standard,18.91
2.0,23.27,46.63,Elevated,75.02
5.0,37.78,24.41,Standard,97.85
1.0,18.66,9.67,Standard,35.6
3.0,9.78,22.38,Elevated,69.67
2.0,18.56,37.71,Standard,51.23
2.0,,18.12,Elevated,57.53
2.0,,34.26,Standard,42.35
3.0,8.48,56.31,Elevated,79.13
1.0,16.26,19.92,,43.61
2.0,16.72,64.03,Standard,64.01
1.0,,45.45,Elevated,53.48
4.0,19.17,27.95,Standard,66.81
1.0,8.13,31.15,Standard,30.98
3.0,6.65,4.35,,50.66
5.0,15.22,46.13,Standard,84.65
4.0,13.05,27.66,Standard,68.73
0.0,16.51,0.03,Standard,12.88
1.0,11.8,26.75,Standard,27.09
1.0,28.44,40.02,Standard,49.95
3.0,21.09,38.77,Admin,90.83
0.0,15.77,,Standard,24.3
3.0,30.33,29.9,Elevated,83.81
4.0,1.91,30.77,,70.56
,15.96,57.15,Standard,66.61
1.0,17.82,56.55,Standard,51.09
1.0,19.97,35.32,,38.91
1.0,1.05,27.1,Elevated,32.64
1.0,26.65,31.42,Standard,60.43
3.0,12.62,2.29,Standard,44.55
2.0,29.67,36.11,Standard,62.48
2.0,,10.23,Standard,42.32
0.0,11.23,15.3,Admin,44.45
0.0,18.69,0.76,,9.54
0.0,21.62,17.67,Elevated,36.32
1.0,17.44,6.07,Standard,30.88
4.0,2.22,15.52,Elevated,67.8
2.0,19.03,14.22,Standard,37.7
3.0,19.15,69.13,Standard,90.4
4.0,15.0,4.67,Standard,59.22
1.0,9.51,23.07,Standard,29.05
,2.21,28.65,Standard,58.04
4.0,12.02,32.83,Standard,66.3
2.0,7.78,14.7,Standard,31.15
0.0,9.37,43.22,Admin,54.22
0.0,18.15,43.0,Elevated,48.84
3.0,13.72,45.07,Elevated,72.77
1.0,19.88,7.51,Standard,28.75
5.0,23.1,27.0,Elevated,90.72
2.0,13.71,30.81,Standard,46.06
0.0,16.24,7.83,Admin,43.76
1.0,6.95,72.29,Standard,47.7
3.0,27.28,34.04,Standard,65.93
1.0,11.61,,Admin,51.72
2.0,23.64,30.05,Standard,60.29
2.0,0.26,4.76,Elevated,27.58
2.0,20.07,4.19,Standard,45.26
1.0,19.5,10.5,Standard,29.04
2.0,,2.64,Standard,30.22
4.0,15.69,8.14,Elevated,67.58
0.0,8.65,33.48,Standard,21.2
1.0,,15.54,,45.07
1.0,,44.57,Elevated,48.31
1.0,15.5,14.51,Standard,36.39
3.0,22.6,,Standard,76.19
3.0,,18.48,,46.06
2.0,13.74,22.03,,57.98
3.0,26.83,58.14,Standard,73.93
2.0,2.54,35.6,Standard,41.96
3.0,2.41,60.25,Standard,60.9
3.0,9.07,81.02,Standard,79.29
1.0,36.48,,Standard,
0.0,11.77,0.35,Standard,10.25
4.0,15.46,35.15,Standard,82.11
2.0,10.97,22.59,Standard,
1.0,1.1,71.83,Standard,47.04
2.0,2.79,25.81,Elevated,43.47
0.0,1.76,34.61,Admin,51.93
1.0,32.46,26.89,Elevated,58.95
1.0,11.73,16.78,Admin,46.79
2.0,4.1,37.69,Elevated,53.24
3.0,8.74,22.46,Standard,38.95
1.0,15.22,15.37,Standard,28.23
2.0,6.95,,,38.65
2.0,21.76,5.97,Standard,
2.0,11.33,56.76,Admin,84.85
1.0,8.88,50.95,Standard,39.43
0.0,9.62,71.76,Admin,73.03
0.0,3.27,30.61,Standard,26.22
4.0,19.21,1.66,Standard,53.79
3.0,12.81,30.38,Standard,54.46
2.0,9.11,36.57,Standard,46.27
2.0,9.14,19.75,Admin,
1.0,39.14,37.1,Elevated,64.44
2.0,18.91,29.27,Elevated,67.35
2.0,16.99,58.43,,63.49
2.0,7.56,27.97,Standard,33.12
5.0,6.48,43.54,Standard,74.37
0.0,8.46,36.52,Standard,26.11
2.0,35.28,39.91,Standard,68.05
4.0,3.65,73.54,Standard,81.08
0.0,2.65,3.71,Standard,0.01
0.0,8.89,16.86,Standard,20.29
1.0,18.79,8.62,Elevated,43.57
1.0,29.27,,Elevated,37.56
0.0,19.9,,Elevated,
4.0,8.41,42.24,Elevated,82.9
2.0,11.85,71.97,Standard,65.82
0.0,33.58,21.68,Standard,40.1
2.0,26.16,37.79,Standard,60.02
0.0,7.32,30.98,Admin,48.45
1.0,21.36,22.27,Standard,
3.0,9.75,19.06,Elevated,57.51
1.0,15.22,50.4,Standard,
1.0,4.36,0.54,Standard,13.62
1.0,21.17,46.44,Standard,57.43
3.0,,20.8,Standard,
2.0,34.04,14.07,,
1.0,17.65,34.19,Admin,79.67
2.0,6.79,13.4,Admin,61.06
0.0,5.22,10.16,Standard,7.41
2.0,25.35,2.4,Standard,
3.0,20.22,1.73,Standard,52.65
0.0,19.97,36.14,Standard,34.64
3.0,12.42,32.8,Elevated,63.7
4.0,,28.66,Standard,78.96
6.0,6.41,70.72,Elevated,115.91
0.0,23.95,18.09,Standard,30.63
3.0,25.5,49.8,Standard,78.17
1.0,6.88,8.88,Standard,25.86
3.0,1.32,18.11,Standard,42.89
1.0,17.96,49.47,Admin,71.56
1.0,6.95,61.45,Standard,45.02
3.0,15.97,,Elevated,53.93
3.0,9.46,8.44,Standard,40.77
1.0,14.7,56.02,Elevated,58.53
0.0,17.51,30.55,Elevated,35.7
3.0,5.36,36.62,Standard,43.85
3.0,10.68,59.65,Standard,70.59
2.0,13.98,13.71,Standard,33.49
3.0,4.64,30.08,Standard,50.69
4.0,21.15,20.52,Standard,62.17
2.0,17.22,49.92,Elevated,75.25
5.0,16.6,43.19,Standard,86.07
0.0,18.11,49.91,,45.42
1.0,10.0,51.65,Standard,42.92
,9.89,4.89,Admin,43.67
5.0,13.73,35.78,Standard,74.41
2.0,8.63,29.73,Standard,43.94
2.0,11.36,,Standard,52.2
2.0,14.39,30.17,Standard,50.72
4.0,7.55,24.87,Standard,63.27
2.0,,7.44,Admin,55.24
2.0,13.85,9.53,Elevated,48.77
5.0,3.62,38.71,Admin,97.0
3.0,13.73,42.39,Standard,64.2
0.0,7.78,17.55,Standard,18.15
4.0,20.23,,Elevated,85.44
3.0,11.04,45.42,Standard,51.97
1.0,6.28,25.43,Admin,46.8
1.0,16.99,22.35,Standard,41.91
1.0,6.67,30.65,Standard,24.34
2.0,,31.36,Elevated,67.18
2.0,10.15,54.6,Standard,61.0
1.0,11.65,28.04,Standard,34.16
1.0,15.28,23.17,Elevated,42.07
0.0,24.32,14.38,Elevated,38.88
2.0,18.14,22.09,Elevated,63.37
2.0,15.85,37.5,Elevated,58.7
0.0,1.93,29.47,Standard,14.44
2.0,1.56,35.82,Admin,55.98
,33.07,6.47,Elevated,92.48
1.0,7.19,6.31,Standard,20.03
2.0,10.55,,Standard,57.61
4.0,25.03,52.73,Standard,88.16
2.0,,32.52,Standard,48.86
5.0,,11.38,Elevated,72.19
1.0,24.95,2.21,Standard,35.41
3.0,,23.45,Elevated,61.2
4.0,5.3,2.5,Elevated,59.2
,11.67,30.5,Standard,33.67
,11.73,14.37,Standard,27.12
2.0,14.3,9.31,Elevated,38.67
1.0,21.18,16.2,Standard,36.29
4.0,23.8,,Standard,86.31
4.0,14.39,35.09,Standard,62.38
4.0,27.53,29.71,Standard,82.92
2.0,28.7,3.28,Standard,46.16
3.0,21.2,16.59,Standard,58.86
2.0,8.14,53.68,Elevated,63.53
1.0,9.98,49.13,Standard,31.85
1.0,11.27,22.43,Standard,33.47
0.0,6.42,58.29,Standard,33.63
0.0,24.43,58.78,Standard,36.45
2.0,2.47,19.1,Elevated,43.08
4.0,11.94,8.32,Elevated,59.93
,15.24,42.4,Standard,61.06
1.0,17.35,19.8,Standard,34.32
,19.19,42.82,Standard,36.01
5.0,22.38,35.29,Standard,84.47
4.0,25.95,23.0,Standard,75.37
3.0,3.78,54.48,,77.25
1.0,20.39,54.25,Standard,54.53
2.0,7.99,24.46,Standard,36.92
1.0,25.07,1.48,Standard,22.31
2.0,11.79,49.4,Standard,66.8
2.0,13.61,14.3,Standard,43.78
1.0,20.61,7.58,Standard,25.19
,26.22,39.76,Standard,81.61
3.0,24.2,9.49,Elevated,63.32
0.0,14.03,11.95,Standard,20.62
3.0,26.38,61.63,Standard,78.28
1.0,15.24,49.84,Standard,54.77
1.0,11.49,27.96,Standard,32.51
1.0,7.45,14.38,Admin,49.06
2.0,5.44,23.01,Standard,
3.0,16.99,3.2,Elevated,56.4
4.0,18.31,16.99,Standard,60.13
0.0,,53.21,Standard,38.95
1.0,24.96,33.26,Admin,79.8
1.0,31.22,32.8,Elevated,66.25
1.0,16.04,40.69,,60.92
3.0,25.01,51.77,Standard,66.96
2.0,13.02,24.4,,47.01
2.0,18.21,49.63,Elevated,77.11
3.0,4.93,,Standard,41.49
,12.62,23.32,Standard,27.17
1.0,19.44,30.82,Elevated,54.46
2.0,9.88,52.42,Standard,53.98
,25.54,5.82,Elevated,56.31
4.0,5.58,,Standard,50.33
2.0,21.58,16.51,Standard,40.5
5.0,0.53,35.28,Admin,92.51
0.0,3.13,43.25,Elevated,32.55
4.0,27.06,,Standard,63.31
1.0,0.37,8.41,Admin,50.2
2.0,17.29,,Standard,48.72
0.0,25.0,20.89,Elevated,51.21
1.0,11.34,71.09,Elevated,61.69
1.0,14.32,26.33,Standard,28.93
4.0,3.66,42.26,Elevated,78.6
3.0,8.11,25.44,Standard,41.2
1.0,20.57,13.57,,40.67
,,23.49,Standard,19.16
0.0,8.24,25.78,Standard,13.47
0.0,15.98,16.53,Elevated,37.08
1.0,18.67,22.74,Standard,40.44
3.0,11.46,19.03,Elevated,52.98
1.0,17.9,8.1,Standard,24.93
5.0,15.21,42.85,,
,21.3,43.53,Standard,63.57
2.0,20.51,40.58,Elevated,71.4
2.0,16.47,23.7,Elevated,56.17
5.0,7.55,61.97,Standard,85.67
1.0,6.01,22.83,Elevated,37.08
3.0,24.4,5.1,Elevated,63.57
2.0,2.92,38.37,Standard,45.9
1.0,3.08,19.24,Standard,12.87
0.0,6.99,8.6,Elevated,16.06
3.0,4.54,23.26,Standard,46.74
3.0,20.21,10.92,Elevated,55.3
1.0,21.27,16.08,Standard,31.49
2.0,19.89,41.19,Standard,60.14
1.0,15.67,34.09,Elevated,54.66
3.0,32.82,80.81,Elevated,112.88
5.0,,51.22,Standard,78.12
6.0,1.03,3.03,Standard,58.64
2.0,33.73,2.1,Elevated,58.54
0.0,18.13,41.8,Standard,30.07
0.0,11.59,37.28,Admin,49.31
1.0,,30.38,Elevated,53.7
0.0,16.2,,Elevated,55.51
1.0,3.6,47.56,Standard,31.12
1.0,26.97,68.15,Standard,67.36
2.0,32.3,44.07,Elevated,79.16
1.0,16.5,32.57,Admin,
3.0,3.61,40.96,Admin,84.57
2.0,17.22,1.33,Standard,31.66
2.0,0.21,35.34,Standard,32.23
1.0,13.35,35.5,Elevated,49.0
4.0,7.7,34.53,Standard,54.7
0.0,0.79,2.3,Standard,5.97
2.0,12.24,4.66,Standard,
3.0,6.09,11.59,Standard,46.84
0.0,8.47,9.16,Standard,10.49
1.0,7.73,12.95,Standard,
0.0,8.37,,Elevated,20.31
1.0,15.35,2.56,Standard,
2.0,0.74,32.19,Elevated,51.33
,3.63,26.57,Elevated,35.81
3.0,0.49,17.19,Standard,45.84
1.0,8.2,12.9,Standard,19.36
5.0,11.22,47.8,Standard,84.87
1.0,22.1,16.29,Standard,39.5
1.0,20.79,12.52,Standard,34.61
2.0,26.51,38.92,Standard,63.99
2.0,12.13,18.47,Elevated,46.11
3.0,12.6,25.28,Standard,58.46
2.0,27.53,51.72,Standard,72.16
1.0,0.96,31.24,Standard,26.08
1.0,30.04,59.13,Standard,64.26
4.0,24.93,,Elevated,93.73
1.0,17.75,28.44,Standard,44.78
2.0,22.21,49.38,Elevated,77.03
1.0,27.09,37.19,Standard,50.06
2.0,15.76,9.5,Standard,31.44
1.0,13.73,41.77,Standard,39.21
1.0,7.67,44.12,Standard,40.07
5.0,21.4,39.25,,82.31
3.0,,25.65,Standard,41.53
0.0,28.32,25.34,Elevated,47.69
3.0,16.27,29.13,Standard,58.4
4.0,5.72,10.02,Admin,77.42
1.0,34.48,46.53,Standard,66.11
,27.83,3.64,Elevated,60.72
1.0,10.47,,Standard,22.5
5.0,31.04,35.2,Standard,94.79
1.0,9.12,33.68,Elevated,49.75
3.0,9.53,22.6,Standard,55.39
3.0,6.9,19.25,Standard,41.74
2.0,9.48,32.21,Standard,42.35
1.0,16.62,60.12,Standard,52.8
0.0,20.57,47.3,Standard,35.39
3.0,,11.07,Standard,43.51
0.0,,38.81,Standard,33.8
2.0,10.12,29.76,Standard,36.12
2.0,22.32,22.09,Standard,39.46
1.0,6.88,49.32,Standard,38.72
1.0,19.22,31.06,Standard,42.44
2.0,24.9,40.41,Standard,59.68
3.0,22.79,18.27,Standard,
3.0,37.74,37.1,Standard,
5.0,15.79,5.23,Standard,64.27
2.0,18.41,58.65,Standard,57.24
5.0,15.11,31.13,Standard,81.74
1.0,15.84,30.99,Standard,
,13.25,43.18,Elevated,56.95
3.0,34.4,37.54,Standard,77.16
3.0,22.9,16.26,Standard,56.66
1.0,16.83,40.17,Standard,36.92
1.0,14.19,25.66,Elevated,49.56
1.0,13.75,11.86,Admin,
2.0,22.77,19.96,Standard,46.41
3.0,7.81,,Standard,44.06
3.0,10.74,,,58.45
1.0,27.0,49.36,Admin,84.13
4.0,26.25,14.3,Elevated,76.55
1.0,,33.37,Standard,40.46
2.0,3.29,6.54,Standard,22.0
1.0,12.38,19.43,Standard,33.6
2.0,7.27,69.26,Standard,51.57
0.0,1.83,32.82,Elevated,16.28
1.0,6.32,54.49,Standard,37.26
6.0,36.5,14.92,Elevated,107.56
2.0,11.33,,Standard,60.38
1.0,40.02,18.26,Elevated,62.98
2.0,25.69,33.02,Standard,66.35
,25.37,15.47,Standard,54.35
,26.08,11.46,Elevated,95.74
3.0,6.04,39.87,Standard,58.28
3.0,5.15,9.89,Admin,67.39
4.0,34.99,37.43,Standard,86.06
2.0,26.47,23.39,Admin,78.87
1.0,,18.93,Elevated,53.52
3.0,8.26,15.46,Standard,45.44
4.0,27.12,62.4,Standard,96.63
2.0,13.93,16.14,Standard,46.31
2.0,16.29,41.25,Standard,
3.0,34.51,39.8,Elevated,85.62
4.0,14.19,26.42,Standard,77.09
2.0,13.27,74.18,Standard,71.09
4.0,13.77,4.72,Standard,44.31
1.0,38.91,40.24,Standard,62.39
0.0,18.8,52.87,Standard,40.7
1.0,22.35,32.45,Standard,56.81
2.0,16.97,,Elevated,51.51
3.0,2.7,32.37,Standard,52.09
1.0,4.39,35.22,Elevated,50.22
1.0,,2.27,Standard,31.33
3.0,3.24,37.48,Standard,52.05
2.0,7.1,35.72,Standard,43.36
2.0,2.26,,Standard,40.08
5.0,7.28,24.77,Elevated,80.72
0.0,23.57,2.98,Standard,18.25
2.0,11.31,18.12,Elevated,51.71
3.0,6.31,8.03,Elevated,49.42
0.0,31.2,24.96,Standard,38.97
1.0,11.18,43.57,Standard,46.85
2.0,28.75,30.67,Standard,53.63
4.0,17.89,44.68,Elevated,91.99
2.0,21.88,42.83,Standard,56.61
0.0,10.34,35.84,Standard,24.61
5.0,33.44,21.65,Standard,87.37
4.0,15.73,11.21,Admin,83.68
1.0,4.56,45.07,Standard,
3.0,20.11,20.35,Admin,83.15
2.0,14.02,,Standard,45.52
1.0,11.65,47.03,Standard,37.84
5.0,23.11,36.4,Standard,86.81
1.0,11.65,,Elevated,49.88
6.0,11.4,30.6,Standard,85.46
0.0,26.51,51.16,Admin,77.4
0.0,19.83,46.52,Standard,43.13
2.0,27.43,19.45,Elevated,52.54
5.0,28.47,6.45,,92.06
0.0,28.32,25.34,Elevated,47.69
3.0,14.97,13.11,Standard,48.83
0.0,22.32,8.45,Admin,54.31
3.0,4.09,27.78,Standard,48.84
5.0,11.85,36.06,Elevated,
0.0,2.08,38.06,Standard,14.71
3.0,17.56,49.07,Standard,67.65
1.0,20.1,4.18,Standard,34.75
0.0,4.75,40.74,Elevated,36.48
5.0,,17.58,Admin,102.88
3.0,11.93,1.5,Admin,59.47
0.0,,23.11,Standard,22.01
3.0,11.64,45.56,Standard,58.6
2.0,1.33,72.71,Elevated,64.4
2.0,33.32,80.83,Elevated,91.24
2.0,7.85,17.39,,31.39
0.0,22.93,9.9,,45.8
3.0,13.81,55.69,Standard,
2.0,15.64,20.62,Standard,50.52
0.0,6.24,42.49,Standard,26.47
1.0,20.56,17.37,Standard,34.2
3.0,10.93,20.44,Elevated,61.6
2.0,2.42,18.47,Elevated,39.97
2.0,7.49,15.54,Elevated,44.42
0.0,2.83,30.11,Elevated,38.61
1.0,26.41,11.57,Elevated,50.14
2.0,4.56,64.92,Standard,
5.0,9.46,66.42,Admin,110.31
3.0,9.34,15.06,Elevated,57.35
4.0,24.55,41.97,Standard,78.66
2.0,9.83,46.32,Standard,49.55
3.0,24.36,60.16,Standard,85.1
1.0,16.24,61.75,Standard,54.19
1.0,18.67,22.74,Standard,40.44
1.0,7.1,19.93,Standard,32.3
5.0,7.51,,Admin,105.85
0.0,21.83,17.67,Elevated,43.11
4.0,13.28,64.74,Elevated,87.66
0.0,32.05,21.87,Admin,61.81
2.0,16.1,71.81,Elevated,73.7
2.0,17.85,51.57,Standard,53.57
0.0,14.59,24.71,Standard,23.38
,27.83,3.64,Elevated,60.72
3.0,24.76,21.05,Elevated,64.26
0.0,8.31,,Admin,52.05
4.0,26.84,6.07,Standard,58.72
2.0,,29.19,Admin,67.38
4.0,13.01,49.51,Standard,64.72
0.0,14.49,10.51,Elevated,32.46
2.0,4.66,67.23,Elevated,69.35
2.0,4.77,14.25,Standard,29.02
0.0,17.29,13.39,Elevated,25.49
0.0,7.1,39.34,Standard,32.96
,11.76,42.55,Elevated,61.71
3.0,6.88,35.99,Elevated,63.21
3.0,,65.45,Elevated,100.39
1.0,2.09,,Standard,23.62
3.0,12.79,57.37,Standard,70.42
1.0,18.89,19.6,Standard,35.77
5.0,37.04,29.83,Standard,90.81
0.0,24.58,5.45,Standard,26.75
2.0,14.33,43.31,Standard,43.65
2.0,29.9,0.95,Standard,44.25
0.0,9.13,60.99,Standard,33.83
3.0,13.55,25.4,,60.54
3.0,12.46,44.75,Standard,63.56
5.0,30.64,11.22,Standard,78.75
2.0,22.54,2.52,Elevated,58.76
0.0,21.08,35.12,Admin,55.65
4.0,30.06,22.08,Elevated,91.02
3.0,19.94,9.71,Standard,
0.0,,12.61,Standard,15.96
1.0,35.43,7.91,Standard,40.09
3.0,7.0,15.65,Elevated,63.81
3.0,17.01,49.46,Standard,63.61
2.0,33.1,30.28,Standard,68.12
3.0,29.5,22.9,Elevated,79.13
3.0,16.13,34.56,Standard,58.57
1.0,28.45,27.29,Elevated,56.4
1.0,7.4,53.68,Standard,39.34
2.0,17.2,22.46,,42.79
2.0,12.87,35.07,Standard,51.37
2.0,19.45,55.14,Standard,68.61
1.0,7.39,27.62,Standard,32.24
3.0,19.39,39.45,Standard,72.58
2.0,16.12,50.24,Standard,50.48
2.0,22.87,46.09,Standard,57.0
2.0,4.53,61.47,Elevated,64.16
1.0,19.88,46.45,Standard,
2.0,18.61,7.02,Standard,34.66
2.0,14.0,44.71,Standard,58.03
1.0,5.28,15.45,Admin,45.64
3.0,23.67,8.26,Standard,
1.0,15.55,64.01,,52.63
,14.41,30.14,Standard,47.25
2.0,22.07,35.14,Standard,56.36
3.0,31.85,38.83,Standard,74.14
3.0,,66.59,Standard,83.54
,20.48,41.65,Standard,39.43
1.0,19.73,,,32.17
0.0,1.46,10.4,Elevated,18.56
1.0,9.92,31.89,Standard,29.49
0.0,25.34,58.14,Elevated,
2.0,11.29,15.24,Standard,33.57
,9.54,27.26,Standard,35.71
0.0,15.84,45.2,,54.97
6.0,26.3,51.06,Elevated,111.47
0.0,17.61,22.26,Admin,42.83
1.0,28.38,24.07,Standard,47.69
1.0,18.78,16.51,Elevated,46.78
,27.05,42.03,Standard,79.54
2.0,2.39,34.53,Standard,38.09
1.0,21.8,20.93,Standard,41.81
2.0,16.09,9.2,Admin,65.69
3.0,13.66,26.6,Elevated,59.65
2.0,28.2,31.86,Standard,50.59
1.0,12.53,14.36,Standard,26.52
2.0,25.08,43.67,Standard,59.36
3.0,23.17,21.11,Standard,
0.0,18.82,21.07,Elevated,37.47
,15.34,,Standard,40.58
2.0,18.61,34.35,Admin,76.76
2.0,6.09,37.22,Standard,49.24
5.0,17.81,65.73,Elevated,107.05
4.0,13.29,33.83,Standard,67.26
4.0,2.53,37.75,Elevated,76.86
2.0,4.86,36.11,Elevated,53.69
2.0,8.07,6.67,Standard,25.56
3.0,28.3,27.14,Elevated,90.53
1.0,17.96,40.21,Standard,40.81
3.0,24.82,44.51,Standard,76.96
1.0,32.79,33.78,Standard,53.56
0.0,37.21,41.77,Standard,59.2
1.0,14.15,24.3,Standard,26.48
4.0,6.23,9.23,Elevated,57.96
2.0,6.17,34.66,Elevated,61.5
3.0,20.0,64.55,Standard,76.82
1.0,,20.54,Standard,
2.0,23.65,20.19,Standard,45.34
1.0,30.08,46.52,,68.37
6.0,5.76,,Standard,72.29
2.0,3.92,58.61,Standard,
2.0,0.72,58.48,Standard,52.01
,45.15,41.36,Standard,88.56
1.0,11.14,25.42,,17.51
5.0,27.93,30.22,Standard,89.31
2.0,1.17,5.92,Standard,15.3
3.0,2.08,55.68,Standard,58.95
5.0,20.91,7.87,Standard,68.54
2.0,5.6,26.96,Elevated,45.32
1.0,5.72,16.71,Standard,10.8
5.0,8.96,2.39,Elevated,70.99
4.0,9.03,34.99,,57.64
5.0,13.44,21.36,Standard,74.21
3.0,0.05,11.64,Elevated,54.51
3.0,,12.62,Standard,39.33
2.0,6.15,43.39,Standard,39.1
4.0,18.78,9.35,Standard,58.3
1.0,,10.59,Standard,30.52
1.0,16.04,40.69,,60.92
3.0,25.24,18.72,Elevated,69.06
0.0,3.04,13.14,Standard,8.58
2.0,34.34,17.77,Standard,57.92
,5.41,24.42,Elevated,32.95
1.0,,13.21,Elevated,40.38
1.0,24.03,40.98,Elevated,67.96
1.0,13.13,45.37,Elevated,61.31
5.0,11.09,,Standard,67.16
2.0,6.4,47.62,Standard,48.07
2.0,20.18,30.34,Standard,52.46
5.0,9.99,62.81,Standard,81.79
3.0,15.1,28.11,Standard,64.22
0.0,14.07,21.06,Elevated,37.7
2.0,16.35,20.87,Elevated,59.55
5.0,6.76,18.5,Admin,93.83
3.0,10.44,23.08,Elevated,62.59
2.0,9.79,24.96,Standard,38.95
0.0,8.07,10.09,Standard,2.72
2.0,31.29,47.24,Standard,66.18
,13.26,48.96,Admin,63.14
2.0,14.01,12.59,Standard,38.35
,22.6,15.4,Standard,32.75
1.0,33.48,61.44,Standard,58.69
3.0,20.29,8.75,Elevated,67.1
2.0,12.46,7.49,Admin,62.4
2.0,29.56,37.97,Elevated,81.32
2.0,19.74,3.32,Standard,34.01
2.0,23.61,27.17,Elevated,69.95
1.0,7.53,9.8,Elevated,26.57
4.0,23.64,14.59,Standard,67.23
1.0,17.94,67.02,Standard,66.43
3.0,9.06,6.41,Standard,46.82
3.0,6.82,20.88,Standard,46.47
3.0,15.06,,Standard,66.75
1.0,14.02,33.27,,40.07
3.0,8.57,23.61,Standard,49.2
5.0,23.69,39.97,Standard,94.38
2.0,9.04,28.89,Standard,44.18
1.0,37.8,18.96,Standard,52.12
1.0,14.77,42.9,Standard,
0.0,,36.27,Standard,17.57
2.0,23.53,26.59,Standard,48.79
,31.21,25.61,Standard,49.79
3.0,8.3,34.56,Elevated,67.11
1.0,13.03,4.06,Standard,16.31
2.0,24.79,32.35,Standard,56.44
,5.84,,,27.92
1.0,,38.87,Standard,36.92
4.0,18.39,5.56,Standard,54.67
2.0,10.39,27.15,Elevated,59.7
1.0,0.56,48.8,Standard,38.61
