,Temperature,Humidity,Device_Usage,Signal_Strength,Anomaly
581,39.50081438213692,78.67612947572604,84,4,1
582,27.31545234982174,45.298264534703044,30,3,1
583,23.218790257187706,80.1856272368152,100,1,0
584,30.835021357918144,48.47633606662065,53,2,0
585,21.003640469454826,42.976317397483754,4,5,0
586,16.8965832027166,51.77929378397893,12,1,0
587,18.22199304776623,73.37128710724079,27,2,0
588,18.20114597394431,28.820141950479602,42,3,1
589,18.797567337807358,33.749345111041215,88,4,0
590,18.470679316235255,86.60113779641644,98,5,0
591,31.021868620080365,32.284413916695016,46,3,0
592,19.54700210997862,59.74091225517382,70,2,0
593,23.64168208309658,60.55201266633565,37,5,0
594,37.4197102476503,54.27371234351713,95,1,0
595,26.84904100657181,65.1321674003773,66,4,0
596,31.68894346302568,36.08787080583329,61,2,0
597,19.307996780040746,58.68635874437238,38,4,0
598,19.80722547021677,46.0521278672828,36,5,0
599,16.021715406661972,66.31670817404324,85,3,0
600,19.223376576804114,29.885648036120465,7,4,0
601,21.964758475798966,59.961419178763336,80,1,0
602,19.42526210691867,32.96892487683266,51,2,0
603,17.21756334392639,39.505014418052546,90,1,0
604,18.01589677751502,35.30968602265082,32,4,0
605,26.519469200818143,32.7986445908172,80,3,0
606,20.158342960144815,77.79976660924669,41,3,0
607,24.10674652620189,39.999529736262325,75,1,0
608,27.58543177137142,84.89866473051146,26,5,1
609,32.25987071573413,87.89485677416336,7,5,0
610,15.982803496027474,59.988232895596816,22,3,0
611,34.98525997272607,30.010078586600848,63,1,0
612,30.697509737272696,46.218377036570686,92,1,0
613,17.043975798721796,75.84125843437498,19,1,0
614,36.839465602669435,45.717351008794935,15,4,0
615,38.02181001329533,26.09120528119521,16,5,0
616,16.526948996371594,58.974943764973155,79,5,0
617,21.921941203680092,79.15845960472242,18,4,1
618,35.15503199482653,75.71484710004518,7,2,0
619,33.70649225959146,32.258619809124724,37,4,0
620,19.613025483909432,67.09352300887267,37,1,0
621,20.233733083417757,35.4352984404953,52,4,0
622,24.26180256978455,35.274527418652056,92,1,0
623,27.113074629775532,81.18502413136295,99,3,0
624,30.4563692882574,37.476826691816115,89,1,0
625,24.22284098924431,38.427314256260786,30,5,0
626,26.563367903328697,20.045737353290967,43,4,0
627,33.68677345334392,80.94683238878623,59,1,0
628,15.917080072264948,75.48163692463943,75,2,0
629,21.31092360860052,63.91302545634746,16,3,0
630,32.83373964711381,72.51860347571895,78,2,1
631,37.38017094217999,30.643399719714424,72,2,0
632,27.791936052891653,52.08265162113028,38,2,0
633,28.30283713163289,44.58535711441466,41,3,0
634,17.679300283494403,26.564356837991156,47,3,0
635,26.185309170586365,54.029133965044686,11,3,0
636,28.315431661375577,84.45177552398448,95,3,1
637,21.06176259086824,22.804138333548615,88,2,0
638,21.731080773734526,40.402263944565576,17,5,0
639,24.432104077615566,34.52786553439924,78,5,0
640,15.50177994444316,36.67026575659874,95,3,0
641,23.05197913957946,83.59041863155628,5,4,0
642,20.286200174913617,52.76483379640031,42,1,0
643,23.187433804447867,52.640958905787315,34,4,0
644,17.99405329548128,73.24029497186976,97,4,1
645,37.263182018497375,30.814454280344805,53,4,0
646,29.839811338851217,54.108574787003555,61,5,0
647,31.97755797861224,50.09896498847418,68,1,1
648,34.729280965183456,61.78374833826593,81,4,0
649,27.46105497322643,89.9690392275307,15,3,0
650,17.17300720218559,73.8614225857433,7,5,0
651,28.427663545463695,47.8505992112199,88,3,0
652,29.671027950521978,77.92871365918329,95,3,1
653,33.63598685460825,31.949585431873615,89,4,1
654,25.791488655741986,22.13245804162721,85,3,1
655,18.189507569889095,34.31138607249911,30,1,0
656,22.09439764496811,43.828808927998175,9,3,0
657,24.077057409965878,55.74065302216919,55,4,1
658,31.147931033290032,63.05903983788399,75,3,1
659,29.269457616722796,83.74240020500952,91,5,0
660,23.902418147446156,55.68978066853204,69,5,0
661,39.66288121982449,55.08929512380106,19,5,0
662,30.14437048392218,23.51701068760875,4,2,0
663,20.93066979339986,22.443808685935668,22,5,0
664,17.544561815510093,58.58119733414605,8,5,1
665,18.821478479608302,50.672502927384116,57,2,1
666,21.148943209612703,78.7426276486209,58,5,0
667,19.017034331488894,31.247570929829163,92,4,0
668,19.664175601282643,21.74801634819347,79,5,0
669,22.127379217346178,51.43271375510881,53,5,0
670,19.33433988236887,36.62349897265803,45,2,0
671,37.41913561566063,23.47300613371862,21,4,0
672,17.005843641541055,70.72188007933403,63,3,1
673,28.112784739256366,27.811509997007324,7,1,1
674,25.259920674741537,62.582365000544016,19,4,0
675,39.559465422715164,39.67348251168224,50,3,0
676,17.80097255420131,32.14472352485154,77,4,1
677,24.946389976143543,46.58260660435222,38,3,0
678,39.236760831884226,76.10120433560675,36,3,0
679,36.637678147349504,47.44655038332009,49,4,0
680,35.426801773731995,72.5538754447739,33,2,0
681,21.447570676123497,28.784040775940547,74,4,0
682,19.272189684751645,74.09399937655553,32,4,0
683,31.716080498110774,36.5853327434654,30,3,1
684,38.23439972818964,67.4175190922211,53,1,0
685,28.919072325348246,59.60470883886975,43,3,1
686,29.290317236747498,85.04013020481811,33,5,1
687,21.999477341507102,47.112576258271986,70,4,0
688,34.23732332979842,24.631563218410832,61,4,0
689,19.676093713938084,21.340883988587702,22,2,0
690,23.09198091010609,77.88009926809272,45,3,0
691,25.635910965410417,56.731494636300255,55,2,0
692,27.690259467111375,74.26708362844644,6,4,0
693,21.060243310377004,36.40979200080603,88,3,0
694,17.87092061848009,44.15586218592636,60,3,0
695,30.265501061040816,22.107271054792324,2,5,1
696,22.215763831006395,87.30446272018786,37,5,0
697,29.530955535565305,66.75075346905695,83,1,0
698,18.859067881855058,85.32435614315143,33,5,0
699,27.028502546370436,38.58474852003506,43,3,0
700,28.314735813789646,62.80245278579626,29,5,0
701,16.295588420560673,67.49499778048465,16,1,0
702,23.415106954848014,42.228479018031194,58,4,0
703,18.360366923474356,79.3676464510941,9,5,0
704,16.584374261819192,86.30130240301735,98,3,0
705,39.74900580974863,81.9398582387203,83,4,0
706,23.058846124368074,71.73468831575607,17,3,0
707,35.24686114636587,39.42252758074678,44,4,0
708,21.366016369094098,39.713122947394226,90,3,1
709,32.03756805559823,87.43522243122266,58,5,0
710,34.00569649724216,20.71991471549844,61,5,1
711,29.890968515196107,70.12349812695011,58,1,0
712,26.78940471375396,69.43723137886835,48,4,0
713,25.296022853681713,63.58826786648582,99,1,0
714,23.721706663574885,89.3076192260806,62,2,0
715,38.23822860619565,41.831560503460764,86,5,0
716,35.76548519469323,43.798030465527376,31,4,1
717,39.12567276666282,25.52575820625889,9,1,0
718,18.10743058713862,50.99586955806162,10,1,1
719,33.27168688009111,38.27339683643937,69,2,0
720,38.458511420525944,44.037069152435095,61,1,0
721,19.530826654141503,78.42002531789393,46,3,1
722,16.662406684169436,85.4839159469247,33,5,0
723,33.528016232251474,33.001315040363,99,1,0
724,29.3618278294978,46.07562520874261,100,1,1
725,36.0457194189568,85.00413934807759,16,2,0
726,18.494309415657238,24.326592248245582,53,3,0
727,34.88168279649726,26.465236967796496,75,1,1
728,20.040683001193614,31.395369244436054,84,5,0
729,19.091398571642614,61.664898388881234,39,5,1
730,19.106644948274823,30.533058970419823,18,1,0
731,35.364368005784556,87.76534670155135,66,3,0
732,31.629930517405004,51.27001690809642,81,5,0
733,28.076635619227982,55.106257224511644,52,5,0
734,23.970762103087562,37.26610310637845,63,3,0
735,36.930013520327705,52.967217670431346,82,3,0
736,24.811127685565886,66.33395428459082,46,1,0
737,35.41498598678943,72.582399586783,5,4,0
738,25.97837271425546,72.77076578969391,15,2,0
739,24.423610735622688,60.452377888586184,71,4,0
740,26.56699464174016,83.30518424957,17,4,0
741,22.534446854103553,77.21854931142767,51,5,0
742,33.69023450440628,72.99336802890377,47,3,0
743,27.56800975231198,23.892386517632243,42,5,0
744,20.80531737867043,20.48145735537545,38,2,0
745,37.48936433186421,34.87130940368311,48,1,0
746,24.597280534330284,66.44665157394166,11,2,0
747,28.588821527849717,48.783824221778204,9,5,0
748,37.661802774113674,48.16843815095182,70,5,0
749,30.605949897849804,81.92108217607296,54,5,1
750,17.9224510177091,82.68939936922871,0,5,1
751,38.49580309033688,83.642268483751,48,4,0
752,30.692701326785446,41.97146535605191,35,1,0
753,23.372640366427152,68.37390689174832,20,4,1
754,18.48180181658468,39.014322689205876,36,5,0
755,34.8506297317574,33.34268831521148,23,3,0
756,30.50181889821284,32.92427201431585,54,4,0
757,28.33652729940804,43.94753346045158,24,5,0
758,37.347314576273945,50.09703338458752,6,5,0
759,34.714930280613274,78.16644197385479,80,1,0
760,18.79187199331878,28.392376543089846,92,2,0
761,22.793051694888707,71.4448093176426,93,4,0
762,21.212228495361643,57.20184399325137,70,4,1
763,33.598657314316924,40.15617398731948,96,4,0
764,15.838310868394485,54.49737091729772,70,5,0
765,29.24724212178291,40.995944884391584,23,1,0
766,34.06146714351726,61.725736866681416,10,5,0
767,36.91914091904374,50.36907459986709,72,5,0
768,23.55204371789769,31.508387035521512,11,3,0
769,35.531432616800316,28.16081521889877,34,1,0
770,17.76579342388018,58.26869774504911,62,4,0
771,36.16130729336295,83.16891233002724,67,2,0
772,18.18721655829956,44.07703805903799,99,4,0
773,24.93218226400918,71.31000750558363,91,5,0
774,34.932384144488836,66.10629484578368,56,1,0
775,18.747935683719344,85.20884400166366,12,1,0
776,20.731284880816037,77.46867121093986,22,1,0
777,33.05631420982665,59.66236812338241,82,3,0
778,33.00091341365186,65.99213487638751,100,4,0
779,31.028690822132432,82.88705266088243,38,3,0
780,32.3487111116775,47.966314921085434,87,2,0
781,28.568111083689907,42.87562941004441,79,5,1
782,21.294976472673817,20.756775854463744,96,3,1
783,23.642399837597985,77.85857519340249,11,3,0
784,19.539942920035642,76.06864902823554,33,5,0
785,37.71126403334071,27.3118162670106,70,1,0
786,29.58479486915301,60.380016679289014,74,5,0
787,25.021285419090997,52.47871887168212,30,4,0
788,26.550145091103317,28.309636685637802,92,5,0
789,38.68208349029538,88.63977589425065,61,1,0
790,18.833785077902004,35.02871212243488,12,5,0
791,29.65574580041993,24.70639260633928,30,3,0
792,27.64721697211165,61.63931656513367,1,2,0
793,30.286355885866193,71.72066739931228,14,3,0
794,15.452754595521013,22.271041223303087,56,2,0
795,36.803097723603784,66.11023471089155,74,5,0
796,38.302957062090314,57.26043131660181,33,4,0
797,29.12832958973022,27.22855062125339,67,5,0
798,32.4162705969223,32.076671386245344,74,1,0
799,38.062484529432396,59.75820081212564,28,5,0
800,32.68096585783496,40.74503294593019,65,2,0
801,18.813476072856535,85.68210100559213,15,3,0
802,29.40720900417033,77.31181606388355,38,4,0
803,30.1678761595714,88.84970445595641,76,5,0
804,25.60326678255965,38.17695872652898,36,5,0
805,33.411105890618074,87.88065429585839,80,3,1
806,38.35917536922537,50.18637088540905,20,4,0
807,38.13921282266941,44.326315671962824,43,5,0
808,26.270984285103303,23.52446688785473,18,5,0
809,17.830951146018883,23.693568050172182,70,2,1
810,39.62102997405836,68.44078791626583,7,2,0
811,35.972452161148354,52.05502961038195,76,1,0
812,18.116567030081672,35.8565138225274,100,3,0
813,38.02104706543431,62.97792144276629,65,4,1
814,36.747409051553205,37.70006827750778,40,5,0
815,27.970951428151803,60.43422280410958,74,5,0
816,29.781885893623233,45.14461228878832,87,1,0
817,24.975067596753256,77.64865586282733,69,5,0
818,16.369040970550785,77.44873125367455,60,3,1
819,23.379931041147522,53.41452786856809,25,1,0
820,35.071336214950286,44.55733765345109,70,3,0
821,15.115800575115072,45.37918575913662,82,1,1
822,23.337479292278605,76.40001679677525,69,5,1
823,24.954217339773585,42.97256379583284,28,1,0
824,28.434890073448074,34.63415615947922,65,2,0
825,37.99639041031901,25.928183931271477,18,4,0
826,23.65864985914903,52.66851846190859,67,5,0
827,23.673830047405694,53.749246924388935,57,4,1
828,33.43753120274371,78.8636097282035,69,5,1
829,26.30544852224518,35.48670875122448,56,4,0
830,20.61512057349955,46.66938915678799,36,2,1
831,26.310987903317333,76.58840172255836,60,4,0
832,18.521425509494996,77.65365275242814,91,1,0
833,19.409674662655583,46.92277531851377,29,4,0
834,27.459194318486993,52.138681630067666,70,5,1
835,25.473136237613698,41.2300123594498,72,3,0
836,37.8711475267025,85.27884148935185,24,4,0
837,24.059847477915827,28.30506360191062,96,4,1
838,29.514708756951087,85.3624596101029,64,4,0
839,30.80660719798826,67.87065162847404,5,5,0
840,15.32736141470834,57.210050688071185,17,4,1
841,31.588434300417767,22.28613425491471,9,5,0
842,19.450899171743785,53.29173342754058,91,5,1
843,39.026757936736374,48.542367350191256,10,3,1
844,18.716568193827825,31.28531683825858,96,1,0
845,25.365603093175594,65.94867224504598,64,5,0
846,17.133741701966095,87.98056351578,76,2,0
847,39.92185629614868,59.35321677451676,100,4,0
848,27.554875258281065,70.0327293510762,83,2,0
849,29.884625433001094,24.791531679621173,64,4,0
850,16.676911934710688,49.23668970718963,51,3,0
851,33.749011759979446,28.14509396151471,66,5,0
852,20.247639827389644,62.89570848755573,81,1,0
853,37.45135723601784,85.69375107499083,77,5,0
854,20.12849101205018,66.3244412730147,30,4,0
855,19.767193016591662,25.376213382009507,90,1,0
856,15.913741696202372,44.8266343489558,16,5,0
857,26.80167362774998,58.546436560859604,54,1,0
858,29.121028331565412,48.224542929327654,92,4,0
859,16.642715985708808,78.35508073326207,35,3,0
860,34.38819041737526,77.02697032969925,100,3,0
861,26.332220868700688,62.8281714072255,25,5,0
862,28.1097567331895,46.14205615928937,52,2,0
863,26.019068673455706,37.87354616342709,16,4,0
864,25.01907652188315,27.411202274919052,85,5,0
865,28.991008282705447,44.84283784405878,24,5,0
866,18.88100614826781,48.92207620454037,1,3,0
867,19.548203262381776,67.30760475728516,85,1,0
868,36.54464052533793,66.07118770083014,4,4,1
869,38.65288655334082,24.907569774887985,3,1,0
870,24.332732906993826,47.668152080181045,35,4,0
871,21.768616828588844,32.72452070521533,5,2,1
872,31.099988580975396,30.976889372176398,20,3,0
873,25.21835427745241,77.91115048160722,76,2,0
874,15.634658891508622,22.934065170138027,100,5,0
875,18.90381493415476,49.34280131314849,88,3,0
876,32.89930572118494,31.774255903656275,25,5,0
877,31.473098547753786,81.55311509749319,54,2,0
878,15.677399812587087,58.99283592925246,38,4,0
879,20.549304048323737,36.19664454637936,83,5,0
880,20.776869914701784,55.16991010164635,32,1,0
881,31.79731858996821,71.2040451792181,13,4,0
882,15.492763443859104,87.06826062436036,55,4,0
883,17.602714549614348,35.43122029717932,99,2,0
884,34.997902134329735,82.03272404905417,80,2,0
885,19.463616551358342,85.40128799172432,20,3,0
886,31.31865269629687,84.14943811724464,45,3,0
887,20.954569526168164,64.47900498033368,15,1,0
888,17.48603481898363,64.08744581042953,15,4,0
889,21.07930477498635,48.22474432286759,83,1,0
890,33.05667329639148,72.66785176126515,28,1,0
891,36.39241170265714,57.19058128456523,91,2,0
892,35.75549661417479,67.42066498598061,7,1,0
893,24.92958824046137,49.99205326941568,87,1,0
894,31.702128414266156,71.20475248301973,2,5,0
895,20.124607385395525,77.71300623231843,88,3,0
896,22.328693256525334,30.25053796219713,18,3,0
897,37.40839546302799,78.30508009019596,96,4,1
898,15.325048087768401,57.82075722532151,65,3,0
899,17.1377132713617,79.12661363631571,78,4,0
900,20.197156378650682,50.191119443871024,85,5,0
901,15.663305096845493,46.532833976812455,73,3,0
902,19.535885877244933,84.05425127620558,81,5,0
903,29.576039024242306,37.581848728388096,21,3,0
904,25.53561376481245,79.09486277003002,45,3,0
905,37.31679277692437,53.88144007565829,90,5,0
906,35.436089043461024,55.98668097858818,12,1,0
907,23.5454337924469,41.59277970426388,32,1,0
908,21.485585835782313,60.1129540433311,4,1,0
909,24.49231020418167,42.76478373933479,89,1,0
910,29.757373562870193,22.74885899691566,76,3,0
911,21.701591020571907,39.039902374104926,26,2,0
912,30.603722696228353,20.446533038461347,77,5,0
913,25.23529130478101,88.48483509397997,23,2,1
914,28.801179521299506,87.60230468738233,66,2,0
915,25.903163228382915,47.66087082306135,62,4,0
916,22.361643988547943,70.98595980377522,93,1,0
917,38.71133267405392,44.20642688872975,98,3,0
918,34.09014485399402,66.97652099601832,47,1,1
919,18.502829394161314,76.38010301321853,62,1,1
920,36.711699397447816,86.27293712845685,77,2,0
921,27.18577995623784,48.01485930947704,11,4,0
922,37.363805672352285,74.83085880692335,27,1,0
923,34.996381398682885,38.61499154424831,43,5,0
924,25.630337611730837,89.32326126555539,92,5,0
925,15.561732708002936,21.80387191350458,42,1,0
926,21.71693398462365,62.247016455078466,16,2,0
927,28.540855366521672,66.16541871559289,39,2,0
928,30.836955495653683,68.16318899518902,48,3,1
929,21.447192135830058,28.42713051523623,84,4,0
930,18.483901851820605,85.69708484311913,56,2,0
931,35.873255919982476,32.682829533505796,86,3,0
932,39.61005451758881,63.592738226788875,83,5,0
933,28.142254557567146,35.58732553861594,63,5,0
934,19.291982146207587,41.50514919148896,74,5,0
935,21.807683162984226,58.25209792096871,56,1,0
936,15.459766913686668,49.20353929952036,97,4,0
937,37.857470164012476,31.21579206835544,73,3,0
938,17.94377707225353,31.96554816945938,73,4,0
939,29.41291188785634,49.27013517139598,69,1,0
940,21.85138051718015,73.00980847928506,99,3,0
941,28.854450062894834,82.8575252793452,87,3,0
942,31.285509708796607,25.888936358156798,75,2,0
943,35.74354509268004,47.517273529158075,42,4,0
944,20.16053179401508,27.017189460601365,22,4,0
945,15.274895716462012,21.161473644281852,26,2,0
946,18.422140751720182,66.32030778507696,57,5,0
947,37.50046604620263,62.171460937661145,36,1,0
948,36.847251939062886,31.411337967042034,5,4,0
949,29.935327554257707,36.36689831651449,64,2,0
950,30.012921510841334,21.659542755116288,5,3,0
951,31.625916863656386,78.44630439860826,49,2,0
952,19.38428196558624,88.2283417233986,21,5,0
953,37.860298648123994,29.482167575628356,87,1,0
954,25.469263122301825,36.20326496357087,24,5,0
955,24.578463206237437,80.78866667628537,78,3,0
956,27.97294263207094,84.85246585693294,89,3,1
957,16.174149169376378,49.37391679647672,71,3,0
958,19.157084218901986,23.54357305883519,50,3,0
959,33.45084041065926,22.757428358497357,87,2,0
960,17.069966698128162,60.176490624830734,47,3,1
961,30.078802736659703,47.502657622522534,69,3,1
962,21.133727742033024,22.005669930435815,98,2,0
963,24.732390351049414,60.827667461878974,64,3,0
964,22.217343419267497,20.791177561231574,59,5,1
965,23.89181791162373,75.11603707044911,45,5,0
966,32.97614762960614,41.450297589236015,35,4,0
967,22.428042890579377,22.818060210646248,57,5,0
968,29.16011600742243,61.18465546882073,75,1,0
969,26.90126005497749,47.83790901031383,37,1,0
970,31.591779134066204,88.16602893500047,10,1,0
971,38.420743483118954,58.09390637525915,11,2,0
972,33.31430243025626,39.26674267259058,41,5,0
973,20.37350946476892,69.66072052437823,38,1,0
974,15.779578376532116,39.00444017798979,70,4,0
975,21.556601107495627,83.29703039852956,10,2,0
976,29.87694826750637,46.23053793551635,35,4,0
977,16.28564533710626,58.49079939433437,51,5,0
978,27.40915618003091,23.54011726769602,30,3,1
979,29.92107122292223,49.82848665665615,32,4,0
980,23.356097270424023,78.26544777626964,12,3,0
981,34.272805093645545,76.39541637543394,17,2,0
982,17.664956328344296,35.70229911974684,40,4,0
983,16.87844454339522,35.82553497073938,57,4,0
984,33.20471890509008,77.21137185492657,55,2,1
985,27.38728290515496,85.12788941185279,23,2,0
986,32.2100599106934,26.675264489110248,72,1,0
987,25.870683465093656,51.50410475983577,30,5,0
988,21.16005083097767,43.62179952749602,54,4,0
989,35.477557941855,80.94819188202075,9,4,0
990,34.985396974224486,25.846744027601314,59,2,0
991,32.367411771360665,34.778815979062614,1,2,0
992,21.803628430749068,72.67278363105461,14,5,1
993,29.755766671727176,23.59056942868509,2,2,0
994,24.02434742350067,54.47747665000025,42,3,0
995,17.289551833165852,50.9474924275804,30,3,0
996,37.93283938655607,43.40808252921241,69,3,0
997,18.420465772974033,47.620062072324664,66,3,0
998,38.75593384552006,57.095841085116305,55,5,0
999,26.150144323948894,31.29571508718682,62,4,0
1000,19.62832322096549,60.03971147985149,74,3,1
1001,28.54752368445895,76.38026305099905,14,2,0
1002,36.82364589691021,73.21126508531114,91,3,0
1003,33.305622160239025,30.77299332856416,9,5,1
1004,35.16402869653624,30.447462881903174,37,2,0
1005,31.469584167767934,38.77220574214393,46,3,0
1006,32.306914112946316,45.275230843872606,56,4,0
1007,36.22989128913298,48.59189069859379,49,2,0
1008,21.241700221479647,67.57880517833416,70,2,0
1009,27.235624091078513,23.96763025160848,14,4,0
1010,20.530236045490057,22.427089295824647,17,2,0
1011,39.69170019991617,47.43373940607363,81,3,0
1012,38.60148349216533,68.80145844965864,87,2,0
1013,15.985670284212647,33.54047400695378,1,3,0
1014,32.63937931289221,64.90531368793762,83,4,0
1015,38.13120793539164,38.187969655820964,97,1,0
1016,19.51438362818334,82.02602761694615,42,4,1
1017,29.198630763815736,82.69829609866315,25,3,1
1018,37.887207439701044,40.81010429969285,70,5,0
1019,15.848649464644971,36.09956277742684,37,4,0
1020,32.435506681171,48.79127804463619,93,5,0
1021,22.43372518431377,36.83721096261041,41,5,0
1022,38.10990488441326,67.06686903041926,4,3,0
1023,39.27645612913419,77.82452791837999,10,3,0
1024,38.60666222783585,67.11644916378519,64,1,0
1025,26.855355416436595,77.70453130745446,33,2,0
1026,36.55106627473283,47.78945135452319,0,4,0
1027,36.11373496337676,30.942187949620262,82,3,0
1028,22.97751183108139,71.65656631783145,1,4,0
1029,35.72288685376694,45.23321535990877,84,5,0
1030,15.925190867887316,66.98895776603928,19,2,1
1031,29.906746962051326,38.9450759387236,60,1,0
1032,20.750220932192576,25.686074436467088,86,4,0
1033,18.01417214443197,89.48072568414344,20,2,0
1034,16.92383004073023,30.934105555141947,87,1,0
1035,32.407219396953494,89.18946957744367,67,4,0
1036,23.49687409420165,88.40959527965131,11,2,0
1037,33.11916928821904,75.56726727356278,21,3,0
1038,16.63390851997356,66.15960734573983,19,4,0
1039,22.88225844576526,60.44649351757593,81,2,0
1040,28.48728230938343,80.62710817644843,0,1,0
1041,34.76807912097409,40.26076651336416,29,2,0
1042,22.968812573301747,52.73768487394139,96,3,1
1043,30.647284410925227,63.35729785565513,23,4,0
1044,37.14944370590467,48.78333331086438,13,4,0
1045,30.396579704557617,49.924051786318756,35,4,0
1046,20.823986868840844,43.11992672514591,68,3,0
1047,15.61001953891345,59.496227167917525,74,1,0
1048,36.752471847523246,79.54021696105812,23,4,0
1049,15.531735271259679,34.1069864604419,59,1,1
1050,36.867541817104986,85.4103127127409,94,2,1
1051,28.2234283506803,68.23613576237608,54,1,0
1052,38.476692462822406,77.6291248876021,76,1,0
1053,34.96958089434163,58.93334848410081,79,4,0
1054,39.94835276333343,74.56616909968444,23,5,0
1055,23.767795386292754,21.134027813762703,76,5,0
1056,34.17970722327817,77.28662973456747,23,3,0
1057,25.048272840231053,22.809720135975656,53,3,0
1058,26.99689050759772,82.29393634540037,25,5,0
1059,30.68763658045925,89.43739230670504,65,2,0
1060,36.841927854658465,40.58472235237445,79,4,0
1061,39.602086729982375,34.72229894000556,37,4,1
1062,34.206835346612955,73.57543547006284,64,2,0
1063,25.444169554183343,37.71184386441773,74,2,0
1064,25.533925056926755,80.58936682205425,50,5,0
1065,33.43955753972229,27.19898145102337,34,3,0
1066,20.969428644207557,28.81686374655508,42,2,0
1067,17.761852828284866,88.5406088570431,28,3,1
1068,23.865553941019414,67.16872287890033,36,1,0
1069,22.180974791352043,79.2821057100267,80,4,0
1070,22.407703011399754,42.703056414606266,57,5,0
1071,20.840193776247748,67.35386246644231,53,4,0
1072,16.052329740909048,61.5969279116018,38,5,0
1073,15.446848368335345,62.22050840860629,41,1,0
1074,39.69305974340079,67.77727216764052,27,4,1
1075,25.694328343396556,60.2751421190369,28,1,0
1076,24.608166178992043,50.03436585118662,42,5,0
1077,31.991182067326747,39.31458860663828,2,2,0
1078,20.456347196626602,73.80069316392414,9,4,0
1079,38.749029598755634,35.83907010022303,58,1,0
1080,34.6586253603888,68.46480143080899,13,4,0
1081,17.235275057806486,36.33329758545287,75,4,0
1082,25.43951939462321,63.77311189681177,46,4,0
1083,36.97795768905412,72.29547869903203,41,3,0
1084,38.61830055728525,35.30997222345775,93,1,0
1085,26.68503778124674,24.19603106029158,31,1,0
1086,30.335284730267695,29.168162009592187,31,4,1
1087,19.17584865230188,62.41978770897178,41,2,0
1088,39.779215653424416,79.46124843580148,31,4,1
1089,20.791792534586087,23.149777486479707,25,3,0
1090,38.56829435337814,71.39058813291524,0,5,0
1091,31.241166224809213,43.892305216503644,55,3,0
1092,30.19341987197148,53.496985894366574,1,2,0
1093,27.817212775412713,85.02016848918959,80,4,0
1094,20.766745292943966,43.238005331509186,29,1,0
1095,19.41320080013771,52.573585375764026,70,4,0
1096,20.512155226754384,20.95776903324768,51,2,0
1097,19.66095655360636,25.711910400338684,90,1,0
1098,34.48961183916883,38.10141137943488,8,3,1
1099,23.753131479168253,21.94965685747521,21,5,0
1100,16.44606691408491,64.19627282337757,33,5,0
1101,39.22756575352028,49.847884976113576,48,4,0
1102,37.09464712408564,58.37016419096154,0,3,1
1103,38.19380707988032,32.22530301274307,72,2,0
1104,39.872695566160886,40.71524206056313,83,5,0
1105,19.347381230487184,66.46771323969077,52,3,0
1106,24.90605047256647,87.57119065412799,82,4,0
1107,33.95596189260228,23.529174152154646,99,1,0
1108,32.4005154513448,82.32690245986862,39,4,0
1109,18.847397658496376,60.38168409178459,44,4,1
1110,35.395828124765444,59.47436967289366,67,3,1
1111,20.61101429591652,55.01949746454322,8,5,0
1112,20.595440370565576,24.85758601329284,21,3,0
1113,28.42436057233534,26.29137962153125,17,1,0
1114,29.82349837104258,62.06384039613603,75,3,0
1115,29.502155195945278,43.86710000048908,42,2,0
1116,17.287170934943873,84.20876466043765,38,4,0
1117,36.936521565759506,48.46133761516306,72,5,1
1118,21.64000106471765,30.029702109184875,5,1,0
1119,18.237873032070105,70.03031834514252,82,4,0
1120,37.218701996724434,40.534739500870685,47,3,0
1121,38.891287455743836,56.78292151491252,6,2,0
1122,36.55319043163627,68.8482949853619,79,3,0
1123,35.23790186812195,83.01848778414492,68,4,0
1124,31.381049515975544,75.45338363611734,15,1,0
1125,28.771434265228482,67.34527475109068,0,5,0
1126,17.174668997785254,67.57432276766005,36,4,0
1127,25.211330326767467,86.21472508224606,82,1,0
1128,24.31721292530785,40.70768682475752,36,4,0
1129,21.493844594008156,20.077846593733117,80,2,0
1130,33.08550284221462,39.03681915787391,63,3,0
1131,27.39689337696927,35.252396573872076,89,5,0
1132,17.0261553976912,66.32842095797987,85,1,0
1133,20.504580048745282,64.35981198358704,61,5,0
1134,32.08146909148989,61.54229678933067,71,5,0
1135,16.903271487257506,21.13704102466176,60,5,0
1136,36.28017285121922,71.01446381154533,32,1,0
1137,27.37866317534936,42.64712887398441,65,1,0
1138,27.0146644331662,66.55391923046417,29,5,0
1139,29.81019461648794,58.96048999515073,19,3,0
1140,35.61702414812873,43.9911647799535,59,4,0
1141,23.695230197554828,29.42033869728754,81,5,0
1142,31.95040381397659,26.609322836233666,73,2,0
1143,29.143299099894776,78.20628331785565,23,5,1
1144,21.675706754235534,84.28782794570905,3,1,0
1145,36.96574965887895,65.48516327350097,36,4,1
1146,34.9356505401732,27.240388040233835,3,2,0
1147,31.461295866460638,48.14190518217685,76,4,0
1148,36.26454322735604,71.025744007361,88,4,1
1149,36.68235502399506,74.58746188070477,76,2,0
1150,32.70907441787587,28.2753035603762,17,5,0
1151,35.925333209091804,20.00215031917677,87,5,0
1152,32.43678654173209,69.84959321164234,65,5,1
1153,32.00351929400751,44.9617323190344,47,3,0
1154,30.46528445537961,37.81369321327821,32,5,0
1155,33.81791598894103,20.90282288526678,57,2,0
